number,group_num,group_name,code_length,code,diagnosis_sr,diagnosis_lat
8344,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R837,"Nenormalna moždano-kičmena tečnost, nenormalni histološki nalazi","Liquor cerebrospinalis abnormalis, hystologia abnormalis"
8345,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R838,"Nenormalna moždano-kičmena tečnost, drugi nenormalni nalazi","Liquor cerebrospinalis abnormalis, abnormalitates aliae"
8346,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R839,"Nenormalna moždano-kičmena tečnost, neoznačeni nenormalan nalaz","Liquor cerebrospinalis abnormalis, abnormitas non specificata"
8347,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",3,R84,Nenormalni nalazi uzoraka disajnih organa i grudnog koša,Probae organorum respiratoriorum et thoracis abnormales
8348,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R840,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalna koncentracija enzima","Probae organorum respiratoriorum et thoracis abnormales, enzyme abnormalis"
8349,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R841,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalna koncentracija hormona","Probae organorum respiratoriorum et thoracis abnormales, hormonum abnormale"
8350,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R842,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalna koncentracija ostalih droga, lekova i bioloških supstanci","Probae organorum respiratoriorum et thoracis abnormales, narcotica, medicamenta et substantiae biologicae abnormales"
8351,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R843,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalna koncentracija supstanci uglavnom nemedicinskog porekla","Probae organorum respiratoriorum et thoracis abnormales, substantia non medicinalis abnormalis"
8352,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R844,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalni imunološki nalazi","Probae organorum respiratoriorum et thoracis abnormales, immunologia abnormalis"
8353,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R845,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalni mikrobiološki nalazi","Probae organorum respiratoriorum et thoracis abnormales, microbiologia abnormalis"
8354,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R846,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalni citološki nalazi","Probae organorum respiratoriorum et thoracis abnormales, cultura cytologica abnormalis"
8355,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R847,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, nenormalni histološki nalazi","Probae organorum respiratoriorum et thoracis abnormales, hystologia abnormalis"
8356,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R848,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, drugi nenormalni nalazi","Probae organorum respiratoriorum et thoracis abnormales, abnormalitates aliae"
8357,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R849,"Nenormalni nalazi uzoraka disajnih organa i grudnog koša, neoznačeni nenormalan nalaz","Probae organorum respiratoriorum et thoracis abnormales, abnormitas non specificata"
8358,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",3,R85,Nenormalni nalazi uzoraka organa za varenje i trbušne duplje,Probae organorum digestivorum et cavi abdominalis abnormales
8359,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R850,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalna koncentracija enzima","Probae organorum digestivorum et cavi abdominalis abnormales, enzyme abnormalis"
8360,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R851,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalna koncentracija hormona","Probae organorum digestivorum et cavi abdominalis abnormales, hormonum abnormale"
8361,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R852,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalna koncentracija ostalih droga, lekova i bioloških supstanci","Probae organorum digestivorum et cavi abdominalis abnormales, narcotica, medicamenta et substantiae biologicae abnormales"
8362,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R853,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalna koncentracija supstanci uglavnom nemedicinskog porekla","Probae organorum digestivorum et cavi abdominalis abnormales, substantia non medicinalis abnormalis"
8363,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R854,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalni imunološki nalazi","Probae organorum digestivorum et cavi abdominalis abnormales, immunologia abnormalis"
8364,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R855,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalni mikrobiološki nalazi","Probae organorum digestivorum et cavi abdominalis abnormales, microbiologia abnormalis"
8365,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R856,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalni citološki nalazi","Probae organorum digestivorum et cavi abdominalis abnormales, cultura cytologica abnormalis"
8366,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R857,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, nenormalni histološki nalazi","Probae organorum digestivorum et cavi abdominalis abnormales, hystologia abnormalis"
8367,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R858,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, drugi nenormalni nalazi","Probae organorum digestivorum et cavi abdominalis abnormales, abnormalitates aliae"
8368,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R859,"Nenormalni nalazi uzoraka organa za varenje i trbušne duplje, neoznačeni nenormalan nalaz","Probae organorum digestivorum et cavi abdominalis abnormales, abnormitas non specificata"
8369,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",3,R86,Nenormalni nalazi uzoraka muških polnih organa,Probae organorum genitalium masculinorum abnormales
8370,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R860,"Nenormalni nalazi uzoraka muških polnih organa, nenormalna koncentracija enzima","Probae organorum genitalium masculinorum abnormales, enzyme abnormalis"
8371,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R861,"Nenormalni nalazi uzoraka muških polnih organa, nenormalna koncentracija hormona","Probae organorum genitalium masculinorum abnormales, hormonum abnormale"
8372,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R862,"Nenormalni nalazi uzoraka muških polnih organa, nenormalna koncentracija ostalih droga, lekova i bioloških supstanci","Probae organorum genitalium masculinorum abnormales, narcotica, medicamenta et substantiae biologicae abnormales"
8373,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R863,"Nenormalni nalazi uzoraka muških polnih organa, nenormalna koncentracija supstanci uglavnom nemedicinskog porekla","Probae organorum genitalium masculinorum abnormales, substantia non medicinalis abnormalis"
8374,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R864,"Nenormalni nalazi uzoraka muških polnih organa, nenormalni imunološki nalazi","Probae organorum genitalium masculinorum abnormales, immunologia abnormalis"
8375,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R865,"Nenormalni nalazi uzoraka muških polnih organa, nenormalni mikrobiološki nalazi","Probae organorum genitalium masculinorum abnormales, microbiologia abnormalis"
8376,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R866,"Nenormalni nalazi uzoraka muških polnih organa, nenormalni citološki nalazi","Probae organorum genitalium masculinorum abnormales, cultura cytologica abnormalis"
8377,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R867,"Nenormalni nalazi uzoraka muških polnih organa, nenormalni histološki nalazi","Probae organorum genitalium masculinorum abnormales, hystologia abnormalis"
8378,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R868,"Nenormalni nalazi uzoraka muških polnih organa, drugi nenormalni nalazi","Probae organorum genitalium masculinorum abnormales, abnormalitates aliae"
8379,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R869,"Nenormalni nalazi uzoraka muških polnih organa, neoznačeni nenormalan nalaz","Probae organorum genitalium masculinorum abnormales, abnormitas non specificata"
8380,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",3,R87,Nenormalni nalazi uzoraka ženskih polnih organa,Probae organorum genitalium femininorum abnormales
8381,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R870,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalna koncentracija enzima","Probae organorum genitalium femininorum abnormales, enzyme abnormalis"
8382,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R871,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalna koncentracija hormona","Probae organorum genitalium femininorum abnormales, hormonum abnormale"
8383,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R872,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalna koncentracija ostalih droga, lekova i bioloških supstanci","Probae organorum genitalium femininorum abnormales, narcotica, medicamenta et substantiae biologicae abnormales"
8384,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R873,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalna koncentracija supstanci uglavnom nemedicinskog porekla","Probae organorum genitalium femininorum abnormales, substantia non medicinalis abnormalis"
8385,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R874,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalni imunološki nalazi","Probae organorum genitalium femininorum abnormales, immunologia abnormalis"
8386,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R875,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalni mikrobiološki nalazi","Probae organorum genitalium femininorum abnormales, microbiologia abnormalis"
8387,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R876,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalni citološki nalazi","Probae organorum genitalium femininorum abnormales, cultura cytologica abnormalis"
8388,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R877,"Nenormalni nalazi uzoraka ženskih polnih organa, nenormalni histološki nalazi","Probae organorum genitalium femininorum abnormales, hystologia abnormalis"
8389,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R878,"Nenormalni nalazi uzoraka ženskih polnih organa, drugi nenormalni nalazi","Probae organorum genitalium femininorum abnormales, abnormalitates aliae"
8390,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R879,"Nenormalni nalazi uzoraka ženskih polnih organa, neoznačeni nenormalan nalaz","Probae organorum genitalium femininorum abnormales, abnormitas non specificata"
8391,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",3,R89,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva","Probae organorum, systematum et textuum aliorum abnormales"
8392,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R890,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalna koncentracija enzima","Probae organorum, systematum et textuum aliorum abnormales, enzyme abnormalis"
8393,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R891,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalna koncentracija hormona","Probae organorum, systematum et textuum aliorum abnormales, hormonum abnormale"
8394,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R892,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalna koncentracija ostalih droga, lekova i bioloških supstanci","Probae organorum, systematum et textuum aliorum abnormales, narcotica, medicamenta et substantiae biologicae abnormales"
8395,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R893,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalna koncentracija supstanci uglavnom nemedicinskog porekla","Probae organorum, systematum et textuum aliorum abnormales, substantia non medicinalis abnormalis"
8396,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R894,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalni imunološki nalazi","Probae organorum, systematum et textuum aliorum abnormales, immunologia abnormalis"
8397,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R895,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalni mikrobiološki nalazi","Probae organorum, systematum et textuum aliorum abnormales, microbiologia abnormalis"
8398,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R896,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalni citološki nalazi","Probae organorum, systematum et textuum aliorum abnormales, cultura cytologica abnormalis"
8399,18,"Simptomi, znaci i patološki klinički i laboratorijski nalazi, neklasifikovani na drugom mestu",4,R897,"Nenormalini nalazi uzoraka drugih organa, sistema i tkiva, nenormalni histološki nalazi","Probae organorum, systematum et textuum aliorum abnormales, hystologia abnormalis"
